hpo_id,name,definition,synonyms,text_for_embedding
HP:0001149,Lattice corneal dystrophy,"The presence of fine, branching linear opacities in Bowman's layer in the central area that may spread to the periphery in the clinical course. The deep corneal stroma may be involved but the process does not reach Descemet's membrane. Recurrent corneal erosion may occur. Histologic examination reveals amyloid deposits in the collagen fibers of the cornea.",['Biber haab dimmer dystrophy'],"Lattice corneal dystrophy. The presence of fine, branching linear opacities in Bowman's layer in the central area that may spread to the periphery in the clinical course. The deep corneal stroma may be involved but the process does not reach Descemet's membrane. Recurrent corneal erosion may occur. Histologic examination reveals amyloid deposits in the collagen fibers of the cornea. Biber haab dimmer dystrophy"
HP:0001150,obsolete Choroidal sclerosis,,[],obsolete Choroidal sclerosis.  
HP:0001151,Impaired horizontal smooth pursuit,An abnormality of ocular smooth pursuit characterized by an impairment of the ability to track horizontally moving objects.,"['Abnormal horizontal ocular pursuit', 'Impaired horizontal visual pursuit']",Impaired horizontal smooth pursuit. An abnormality of ocular smooth pursuit characterized by an impairment of the ability to track horizontally moving objects. Abnormal horizontal ocular pursuit. Impaired horizontal visual pursuit
HP:0001152,Saccadic smooth pursuit,An abnormality of tracking eye movements in which smooth pursuit is interrupted by an abnormally high number of saccadic movements.,"['Saccadic pursuit movements', 'Saccadic slow pursuit']",Saccadic smooth pursuit. An abnormality of tracking eye movements in which smooth pursuit is interrupted by an abnormally high number of saccadic movements. Saccadic pursuit movements. Saccadic slow pursuit
HP:0001153,Septate vagina,"The presence of a vaginal septum, thereby creating a vaginal duplication. The septum is longitudinal in the majority of cases.",['Double vagina'],"Septate vagina. The presence of a vaginal septum, thereby creating a vaginal duplication. The septum is longitudinal in the majority of cases. Double vagina"
HP:0001155,Abnormality of the hand,An abnormality affecting one or both hands.,"['Abnormal hands', 'Abnormality of the hand', 'Hand anomalies', 'Hand deformities']",Abnormality of the hand. An abnormality affecting one or both hands. Abnormal hands. Abnormality of the hand. Hand anomalies. Hand deformities
HP:0001156,Brachydactyly,Digits that appear disproportionately short compared to the hand/foot. The word brachydactyly is used here to describe a series distinct patterns of shortened digits (brachydactyly types A-E). This is the sense used here.,"['Brachydactyly syndrome', 'Short fingers or toes']",Brachydactyly. Digits that appear disproportionately short compared to the hand/foot. The word brachydactyly is used here to describe a series distinct patterns of shortened digits (brachydactyly types A-E). This is the sense used here. Brachydactyly syndrome. Short fingers or toes
HP:0001159,Syndactyly,"Webbing or fusion of the fingers or toes, involving soft parts only or including bone structure. Bony fusions are referred to as ""bony"" syndactyly if the fusion occurs in a radio-ulnar axis. Fusions of bones of the fingers or toes in a proximo-distal axis are referred to as ""symphalangism"".",['Webbed fingers or toes'],"Syndactyly. Webbing or fusion of the fingers or toes, involving soft parts only or including bone structure. Bony fusions are referred to as ""bony"" syndactyly if the fusion occurs in a radio-ulnar axis. Fusions of bones of the fingers or toes in a proximo-distal axis are referred to as ""symphalangism"". Webbed fingers or toes"
HP:0001161,Hand polydactyly,A kind of polydactyly characterized by the presence of a supernumerary finger or fingers.,"['Extra finger', 'Finger polydactyly', 'Polydactyly of the hand', 'Supernumerary finger']",Hand polydactyly. A kind of polydactyly characterized by the presence of a supernumerary finger or fingers. Extra finger. Finger polydactyly. Polydactyly of the hand. Supernumerary finger
HP:0001162,Postaxial hand polydactyly,"Supernumerary digits located at the ulnar side of the hand (that is, on the side with the fifth finger).","['Extra little finger', 'Extra pinkie finger', 'Extra pinky finger', 'Polydactyly affecting the 5th finger', 'Postaxial polydactyly of fingers', 'Postaxial polydactyly of hand', 'Postaxial polydactyly of hands']","Postaxial hand polydactyly. Supernumerary digits located at the ulnar side of the hand (that is, on the side with the fifth finger). Extra little finger. Extra pinkie finger. Extra pinky finger. Polydactyly affecting the 5th finger. Postaxial polydactyly of fingers. Postaxial polydactyly of hand. Postaxial polydactyly of hands"
HP:0001163,obsolete Abnormality of the metacarpal bones,,[],obsolete Abnormality of the metacarpal bones.  
HP:0001166,Arachnodactyly,Abnormally long and slender fingers (spider fingers).,"['Long slender fingers', 'Long, slender fingers', 'Spider fingers']","Arachnodactyly. Abnormally long and slender fingers (spider fingers). Long slender fingers. Long, slender fingers. Spider fingers"
HP:0001167,Abnormal finger morphology,An anomaly of a finger.,"['Abnormalities of the fingers', 'Abnormality of finger']",Abnormal finger morphology. An anomaly of a finger. Abnormalities of the fingers. Abnormality of finger
HP:0001169,Broad palm,"For children from birth to 4 years of age the palm width is more than 2 SD above the mean; for children from 4 to 16 years of age the palm width is above the 95th centile; or, the width of the palm appears disproportionately wide for the length.","['Broad hand', 'Broad hands', 'Broad palm', 'Wide palm']","Broad palm. For children from birth to 4 years of age the palm width is more than 2 SD above the mean; for children from 4 to 16 years of age the palm width is above the 95th centile; or, the width of the palm appears disproportionately wide for the length. Broad hand. Broad hands. Broad palm. Wide palm"
HP:0001171,Split hand,A condition in which middle parts of the hand (fingers and metacarpals) are missing giving a cleft appearance. The severity is very variable ranging from slightly hypoplastic middle fingers over absent middle fingers as far as oligo- or monodactyl hands.,"['Ectrodactyly of the hand', 'Hand ectrodactyly', 'Split hand', 'Split-hand']",Split hand. A condition in which middle parts of the hand (fingers and metacarpals) are missing giving a cleft appearance. The severity is very variable ranging from slightly hypoplastic middle fingers over absent middle fingers as far as oligo- or monodactyl hands. Ectrodactyly of the hand. Hand ectrodactyly. Split hand. Split-hand
HP:0001172,Abnormal thumb morphology,An abnormal structure of the first digit of the hand.,"['Abnormality of the thumb', 'Abnormality of the thumbs', 'Thumb deformity']",Abnormal thumb morphology. An abnormal structure of the first digit of the hand. Abnormality of the thumb. Abnormality of the thumbs. Thumb deformity
HP:0001176,Large hands,,"['Disproportionately large hands', 'Large hands', 'large hand']",Large hands.  Disproportionately large hands. Large hands. large hand
HP:0001177,Preaxial hand polydactyly,Supernumerary digits located at the radial side of the hand. Polydactyly (supernumerary digits) involving the thumb occurs in many distinct forms of high variability and severity. Ranging from fleshy nubbins over varying degrees of partial duplication/splitting to completely duplicated or even triplicated thumbs or preaxial (on the radial side of the hand) supernumerary digits.,"['Extra thumb', 'Polydactyly affecting the thumb', 'Preaxial polydactyly of hands', 'Supernumerary thumb', 'thumb polydactyly']",Preaxial hand polydactyly. Supernumerary digits located at the radial side of the hand. Polydactyly (supernumerary digits) involving the thumb occurs in many distinct forms of high variability and severity. Ranging from fleshy nubbins over varying degrees of partial duplication/splitting to completely duplicated or even triplicated thumbs or preaxial (on the radial side of the hand) supernumerary digits. Extra thumb. Polydactyly affecting the thumb. Preaxial polydactyly of hands. Supernumerary thumb. thumb polydactyly
HP:0001178,Ulnar claw,An abnormal hand position characterized by hyperextension of the fourth and fifth fingers at the metacarpophalangeal joints and flexion of the interphalangeal joints of the same fingers such that they are curled towards the palm.,[],Ulnar claw. An abnormal hand position characterized by hyperextension of the fourth and fifth fingers at the metacarpophalangeal joints and flexion of the interphalangeal joints of the same fingers such that they are curled towards the palm. 
HP:0001180,obsolete Hand oligodactyly,,[],obsolete Hand oligodactyly.  
HP:0001181,Adducted thumb,"In the resting position, the tip of the thumb is on, or near, the palm, close to the base of the fourth or fifth finger.","['Adducted thumbs', 'Inward turned thumb', 'Thumb-in-palm deformity', 'Thumb-in-palm pattern']","Adducted thumb. In the resting position, the tip of the thumb is on, or near, the palm, close to the base of the fourth or fifth finger. Adducted thumbs. Inward turned thumb. Thumb-in-palm deformity. Thumb-in-palm pattern"
HP:0001182,Tapered finger,The gradual reduction in girth of the finger from proximal to distal.,"['Distally tapering fingers', 'Tapered finger', 'Tapered fingertips', 'Tapering fingers', 'Tapered fingers']",Tapered finger. The gradual reduction in girth of the finger from proximal to distal. Distally tapering fingers. Tapered finger. Tapered fingertips. Tapering fingers. Tapered fingers
HP:0001187,Hyperextensibility of the finger joints,The ability of the finger joints to move beyond their normal range of motion.,"['Finger joint hyperextensibility', 'Hyperextensible digits', 'Hyperextensible finger', 'Hyperextensible fingers']",Hyperextensibility of the finger joints. The ability of the finger joints to move beyond their normal range of motion. Finger joint hyperextensibility. Hyperextensible digits. Hyperextensible finger. Hyperextensible fingers
HP:0001188,Hand clenching,"An abnormal hand posture in which the hands are clenched to fists. All digits held completely flexed at the metacarpophalangeal and interphalangeal joints. In prenatal sonography of the fetal clenched hand, the index finger overlaps a clenched fist formed by the other digits. The proximal interphalangeal articulation of the index finger is flexed and ulnarly deviated, and the thumb is adducted.","['Clenched hand', 'Clenched hands', 'Fisted hand', 'Fisting', 'Hand clenching', 'Hands fisted', 'Hands tightly fisted', 'Thumb clasp']","Hand clenching. An abnormal hand posture in which the hands are clenched to fists. All digits held completely flexed at the metacarpophalangeal and interphalangeal joints. In prenatal sonography of the fetal clenched hand, the index finger overlaps a clenched fist formed by the other digits. The proximal interphalangeal articulation of the index finger is flexed and ulnarly deviated, and the thumb is adducted. Clenched hand. Clenched hands. Fisted hand. Fisting. Hand clenching. Hands fisted. Hands tightly fisted. Thumb clasp"
